BANKSTATEMENTSHORTID,BANKSTATEMENTITEM,ACCOUNTINGDOCUMENT,ACCOUNTINGDOCUMENTITEM,FISCALYEAR,CLEARINGACCOUNTINGDOCUMENT,COMPANYCODE,CLEARINGDOCFISCALYEAR,ISRESIDUAL,BANKSTATEMENTPROCESSMETHOD,ISRULESPROPOSED
"00066924","00001","1100084180","001","2016","0100026019","F001","2017","N","2","N"
"00066925","00001","1100084181","001","2016","0100026021","F001","2017","N","2","N"
"00066926","00001","1100084182","001","2016","0100026023","F001","2017","N","2","N"
"00066927","00001","1100084183","001","2016","0100026025","F001","2017","N","2","N"
"00066928","00001","1100084184","001","2016","0100026027","F001","2017","N","2","N"
"00066929","00001","1100084185","001","2016","0100026029","F001","2017","N","2","N"
"00066930","00001","1100084186","001","2016","0100026031","F001","2017","N","2","N"
"00066931","00001","1100084188","001","2016","0100026033","F001","2017","N","2","N"
"00066932","00001","1100084189","001","2016","0100026035","F001","2017","N","2","N"
"00066933","00001","1100084190","001","2016","0100026037","F001","2017","N","2","N"
"00066934","00001","1100084191","001","2016","0100026039","F001","2017","N","2","N"
"00066935","00001","1100084193","001","2016","0100026041","F001","2017","N","2","N"
"00066936","00001","1100084195","001","2016","0100026043","F001","2017","N","2","N"
"00066937","00001","1100084196","001","2016","0100026045","F001","2017","N","2","N"
"00066938","00001","1100084197","001","2016","0100026047","F001","2017","N","2","N"
"00066939","00001","1100084198","001","2016","0100026049","F001","2017","N","2","N"
"00066940","00001","1100084199","001","2016","0100026051","F001","2017","N","2","N"
"00066941","00001","1100084200","001","2016","0100026053","F001","2017","N","2","N"
"00066942","00001","1100084201","001","2016","0100026055","F001","2017","N","2","N"
"00066943","00001","1100084202","001","2016","0100026057","F001","2017","N","2","N"
"00066944","00001","1100084203","001","2016","0100026059","F001","2017","N","2","N"
"00066945","00001","1100084204","001","2016","0100026061","F001","2017","N","2","N"
"00066946","00001","1100084205","001","2016","0100026063","F001","2017","N","2","N"
"00066947","00001","1100084207","001","2016","0100026065","F001","2017","N","2","N"
"00066948","00001","1100084208","001","2016","0100026067","F001","2017","N","2","N"
"00066949","00001","1100084209","001","2016","0100026069","F001","2017","N","2","N"
"00066950","00001","1100084210","001","2016","0100026071","F001","2017","N","2","N"
"00066951","00001","1100084212","001","2016","0100026073","F001","2017","N","2","N"
"00066952","00001","1100084213","001","2016","0100026075","F001","2017","N","2","N"
"00066953","00001","1100084215","001","2016","0100026077","F001","2017","N","2","N"
"00066954","00001","1100084216","001","2016","0100026079","F001","2017","N","2","N"
"00066955","00001","1100084217","001","2016","0100026081","F001","2017","N","2","N"
"00066956","00001","1100084218","001","2016","0100026083","F001","2017","N","2","N"
"00066957","00001","1100084219","001","2016","0100026085","F001","2017","N","2","N"
"00066958","00001","1100084221","001","2016","0100026087","F001","2017","N","2","N"
"00066959","00001","1100084222","001","2016","0100026089","F001","2017","N","2","N"
"00066960","00001","1100084223","001","2016","0100026091","F001","2017","N","2","N"
"00066961","00001","1100084224","001","2016","0100026093","F001","2017","N","2","N"
"00066962","00001","1100084225","001","2016","0100026095","F001","2017","N","2","N"
"00066963","00001","1100084226","001","2016","0100026097","F001","2017","N","2","N"
"00066964","00001","1100084227","001","2016","0100026099","F001","2017","N","2","N"
"00066965","00001","1100084228","001","2016","0100026101","F001","2017","N","2","N"
"00066966","00001","1100084230","001","2016","0100026103","F001","2017","N","2","N"
"00066967","00001","1100084231","001","2016","0100026105","F001","2017","N","2","N"
"00066968","00001","1100084232","001","2016","0100026107","F001","2017","N","2","N"
"00066969","00001","1100084233","001","2016","0100026109","F001","2017","N","2","N"
"00066970","00001","1100084234","001","2016","0100026111","F001","2017","N","2","N"
"00066971","00001","1100084236","001","2016","0100026113","F001","2017","N","2","N"
"00066972","00001","1100084237","001","2016","0100026115","F001","2017","N","2","N"
"00066973","00001","1100084238","001","2016","0100026117","F001","2017","N","2","N"
"00066974","00001","1100084239","001","2016","0100026119","F001","2017","N","2","N"
"00066975","00001","1100084240","001","2016","0100026121","F001","2017","N","2","N"
"00066976","00001","1100084241","001","2016","0100026123","F001","2017","N","2","N"
"00066977","00001","1100084242","001","2016","0100026125","F001","2017","N","2","N"
"00066978","00001","1100084243","001","2016","0100026127","F001","2017","N","2","N"
"00066979","00001","1100084245","001","2016","0100026129","F001","2017","N","2","N"
"00066980","00001","1100084246","001","2016","0100026131","F001","2017","N","2","N"
"00066981","00001","1100084247","001","2016","0100026133","F001","2017","N","2","N"
"00066982","00001","1100084248","001","2016","0100026135","F001","2017","N","2","N"
"00066983","00001","1100084249","001","2016","0100026137","F001","2017","N","2","N"
"00066984","00001","1100084250","001","2016","0100026139","F001","2017","N","2","N"
"00066985","00001","1100084252","001","2016","0100026141","F001","2017","N","2","N"
"00066986","00001","1100084254","001","2016","0100026143","F001","2017","N","2","N"
"00066987","00001","1100084255","001","2016","0100026145","F001","2017","N","2","N"
"00066988","00001","1100084256","001","2016","0100026147","F001","2017","N","2","N"
"00066989","00001","1100084257","001","2016","0100026149","F001","2017","N","2","N"
"00066990","00001","1100084258","001","2016","0100026151","F001","2017","N","2","N"
"00066991","00001","1100084259","001","2016","0100026153","F001","2017","N","2","N"
"00066992","00001","1100084260","001","2016","0100026155","F001","2017","N","2","N"
"00066993","00001","1100084261","001","2016","0100026157","F001","2017","N","2","N"
"00066994","00001","1100084262","001","2016","0100026159","F001","2017","N","2","N"
"00066995","00001","1100084263","001","2016","0100026161","F001","2017","N","2","N"
"00066996","00001","1100084264","001","2016","0100026163","F001","2017","N","2","N"
"00066997","00001","1100084265","001","2016","0100026165","F001","2017","N","2","N"
"00066998","00001","1100084266","001","2016","0100026167","F001","2017","N","2","N"
"00066999","00001","1100084268","001","2016","0100026169","F001","2017","N","2","N"
"00067000","00001","1100084269","001","2016","0100026171","F001","2017","N","2","N"
"00067001","00001","1100084270","001","2016","0100026173","F001","2017","N","2","N"
"00067002","00001","1100084271","001","2016","0100026175","F001","2017","N","2","N"
"00067003","00001","1100084274","001","2016","0100026177","F001","2017","N","2","N"
"00067004","00001","1100084277","001","2016","0100026179","F001","2017","N","2","N"
"00067005","00001","1100084278","001","2016","0100026181","F001","2017","N","2","N"
"00067006","00001","1100084279","001","2016","0100026183","F001","2017","N","2","N"
"00067007","00001","1100084280","001","2016","0100026185","F001","2017","N","2","N"
"00067008","00001","1100084281","001","2016","0100026187","F001","2017","N","2","N"
"00067009","00001","1100084282","001","2016","0100026189","F001","2017","N","2","N"
"00067010","00001","1100084283","001","2016","0100026191","F001","2017","N","2","N"
"00067011","00001","1100084284","001","2016","0100026193","F001","2017","N","2","N"
"00067012","00001","1100084286","001","2016","0100026195","F001","2017","N","2","N"
"00067013","00001","1100084287","001","2016","0100026197","F001","2017","N","2","N"
"00067014","00001","1100084288","001","2016","0100026199","F001","2017","N","2","N"
"00067015","00001","1100084289","001","2016","0100026201","F001","2017","N","2","N"
"00067016","00001","1100084290","001","2016","0100026203","F001","2017","N","2","N"
"00067017","00001","1100084291","001","2016","0100026205","F001","2017","N","2","N"
"00067018","00001","1100084292","001","2016","0100026207","F001","2017","N","2","N"
"00067019","00001","1100084293","001","2016","0100026209","F001","2017","N","2","N"
"00067020","00001","1100084294","001","2016","0100026211","F001","2017","N","2","N"
"00067021","00001","1100084295","001","2016","0100026213","F001","2017","N","2","N"
"00067022","00001","1100084296","001","2016","0100026215","F001","2017","N","2","N"
"00067023","00001","1100084298","001","2016","0100026217","F001","2017","N","2","N"
"00067024","00001","1100084299","001","2016","0100026219","F001","2017","N","2","N"
"00067025","00001","1100084300","001","2016","0100026221","F001","2017","N","2","N"
"00067026","00001","1100084303","001","2016","0100026223","F001","2017","N","2","N"
"00067027","00001","1100084304","001","2016","0100026225","F001","2017","N","2","N"
"00067028","00001","1100084306","001","2016","0100026227","F001","2017","N","2","N"
"00067029","00001","1100084307","001","2016","0100026229","F001","2017","N","2","N"
"00067030","00001","1100084308","001","2016","0100026231","F001","2017","N","2","N"
"00067031","00001","1100084309","001","2016","0100026233","F001","2017","N","2","N"
"00067032","00001","1100084310","001","2016","0100026235","F001","2017","N","2","N"
"00067033","00001","1100084311","001","2016","0100026237","F001","2017","N","2","N"
"00067034","00001","1100084312","001","2016","0100026239","F001","2017","N","2","N"
"00067035","00001","1100084313","001","2016","0100026241","F001","2017","N","2","N"
"00067036","00001","1100084315","001","2016","0100026243","F001","2017","N","2","N"
"00067037","00001","1100084316","001","2016","0100026245","F001","2017","N","2","N"
"00067038","00001","1100084317","001","2016","0100026247","F001","2017","N","2","N"
"00067039","00001","1100084318","001","2016","0100026249","F001","2017","N","2","N"
"00067040","00001","1100084319","001","2016","0100026251","F001","2017","N","2","N"
"00067041","00001","1100084320","001","2016","0100026253","F001","2017","N","2","N"
"00067042","00001","1100084322","001","2016","0100026255","F001","2017","N","2","N"
"00067043","00001","1100084323","001","2016","0100026257","F001","2017","N","2","N"
"00067044","00001","1100084324","001","2016","0100026259","F001","2017","N","2","N"
"00067045","00001","1100084326","001","2016","0100026261","F001","2017","N","2","N"
"00067046","00001","1100084327","001","2016","0100026263","F001","2017","N","2","N"
"00067047","00001","1100084328","001","2016","0100026265","F001","2017","N","2","N"
"00067048","00001","1100084329","001","2016","0100026267","F001","2017","N","2","N"
"00067049","00001","1100084330","001","2016","0100026269","F001","2017","N","2","N"
"00067050","00001","1100084331","001","2016","0100026271","F001","2017","N","2","N"
"00067051","00001","1100084332","001","2016","0100026273","F001","2017","N","2","N"
"00067052","00001","1100084333","001","2016","0100026275","F001","2017","N","2","N"
"00067053","00001","1100084334","001","2016","0100026277","F001","2017","N","2","N"
"00067054","00001","1100084335","001","2016","0100026279","F001","2017","N","2","N"
"00067055","00001","1100084337","001","2016","0100026281","F001","2017","N","2","N"
"00067056","00001","1100084338","001","2016","0100026283","F001","2017","N","2","N"
"00067057","00001","1100084339","001","2016","0100026285","F001","2017","N","2","N"
"00067058","00001","1100084340","001","2016","0100026287","F001","2017","N","2","N"
"00067059","00001","1100084341","001","2016","0100026289","F001","2017","N","2","N"
"00067060","00001","1100084343","001","2016","0100026291","F001","2017","N","2","N"
"00067061","00001","1100084344","001","2016","0100026293","F001","2017","N","2","N"
"00067062","00001","1100084345","001","2016","0100026295","F001","2017","N","2","N"
"00067063","00001","1100084347","001","2016","0100026297","F001","2017","N","2","N"
"00067064","00001","1100084348","001","2016","0100026299","F001","2017","N","2","N"
"00067065","00001","1100084349","001","2016","0100026301","F001","2017","N","2","N"
"00067066","00001","1100084350","001","2016","0100026303","F001","2017","N","2","N"
"00067067","00001","1100084351","001","2016","0100026305","F001","2017","N","2","N"
"00067068","00001","1100084352","001","2016","0100026307","F001","2017","N","2","N"
"00067069","00001","1100084353","001","2016","0100026309","F001","2017","N","2","N"
"00067070","00001","1100084354","001","2016","0100026311","F001","2017","N","2","N"
"00067071","00001","1100084356","001","2016","0100026313","F001","2017","N","2","N"
"00067072","00001","1100084358","001","2016","0100026315","F001","2017","N","2","N"
"00067073","00001","1100084359","001","2016","0100026317","F001","2017","N","2","N"
"00067074","00001","1100084360","001","2016","0100026319","F001","2017","N","2","N"
"00067075","00001","1100084361","001","2016","0100026321","F001","2017","N","2","N"
"00067076","00001","1100084362","001","2016","0100026323","F001","2017","N","2","N"
"00067077","00001","1100084363","001","2016","0100026325","F001","2017","N","2","N"
"00067078","00001","1100084364","001","2016","0100026327","F001","2017","N","2","N"
"00067079","00001","1100084365","001","2016","0100026329","F001","2017","N","2","N"
"00067080","00001","1100084367","001","2016","0100026331","F001","2017","N","2","N"
"00067081","00001","1100084368","001","2016","0100026333","F001","2017","N","2","N"
"00067082","00001","1100084370","001","2016","0100026335","F001","2017","N","2","N"
"00067083","00001","1100084371","001","2016","0100026337","F001","2017","N","2","N"
"00067084","00001","1100084372","001","2016","0100026339","F001","2017","N","2","N"
"00067085","00001","1100084373","001","2016","0100026341","F001","2017","N","2","N"
"00067086","00001","1100084374","001","2016","0100026343","F001","2017","N","2","N"
"00067087","00001","1100084375","001","2016","0100026345","F001","2017","N","2","N"
"00067088","00001","1100084377","001","2016","0100026347","F001","2017","N","2","N"
"00067089","00001","1100084380","001","2016","0100026349","F001","2017","N","2","N"
"00067090","00001","1100084381","001","2016","0100026351","F001","2017","N","2","N"
"00067091","00001","1100084382","001","2016","0100026353","F001","2017","N","2","N"
"00067092","00001","1100084383","001","2016","0100026355","F001","2017","N","2","N"
"00067093","00001","1100084384","001","2016","0100026357","F001","2017","N","2","N"
"00067094","00001","1100084385","001","2016","0100026359","F001","2017","N","2","N"
"00067095","00001","1100084387","001","2016","0100026361","F001","2017","N","2","N"
"00067096","00001","1100084388","001","2016","0100026363","F001","2017","N","2","N"
"00067097","00001","1100084389","001","2016","0100026365","F001","2017","N","2","N"
"00067098","00001","1100084390","001","2016","0100026367","F001","2017","N","2","N"
"00067099","00001","1100084391","001","2016","0100026369","F001","2017","N","2","N"
"00067100","00001","1100084392","001","2016","0100026371","F001","2017","N","2","N"
"00067101","00001","1100084393","001","2016","0100026373","F001","2017","N","2","N"
"00067102","00001","1100084394","001","2016","0100026375","F001","2017","N","2","N"
"00067103","00001","1100084395","001","2016","0100026377","F001","2017","N","2","N"
"00067104","00001","1100084396","001","2016","0100026379","F001","2017","N","2","N"
"00067105","00001","1100084397","001","2016","0100026381","F001","2017","N","2","N"
"00067106","00001","1100084399","001","2016","0100026383","F001","2017","N","2","N"
"00067107","00001","1100084400","001","2016","0100026385","F001","2017","N","2","N"
"00067108","00001","1100084401","001","2016","0100026387","F001","2017","N","2","N"
"00067109","00001","1100084402","001","2016","0100026389","F001","2017","N","2","N"
"00067110","00001","1100084403","001","2016","0100026391","F001","2017","N","2","N"
"00067111","00001","1100084404","001","2016","0100026393","F001","2017","N","2","N"
"00067112","00001","1100084405","001","2016","0100026395","F001","2017","N","2","N"
"00067113","00001","1100084406","001","2016","0100026397","F001","2017","N","2","N"
"00067114","00001","1100084407","001","2016","0100026399","F001","2017","N","2","N"
"00067115","00001","1100084408","001","2016","0100026401","F001","2017","N","2","N"
"00067116","00001","1100084409","001","2016","0100026403","F001","2017","N","2","N"
"00067117","00001","1100084411","001","2016","0100026405","F001","2017","N","2","N"
"00067118","00001","1100084412","001","2016","0100026407","F001","2017","N","2","N"
"00067119","00001","1100084413","001","2016","0100026409","F001","2017","N","2","N"
"00067120","00001","1100084420","001","2016","0100026411","F001","2017","N","2","N"
"00067121","00001","1100084421","001","2016","0100026413","F001","2017","N","2","N"
"00067122","00001","1100084422","001","2016","0100026415","F001","2017","N","2","N"
"00067123","00001","1100084423","001","2016","0100026417","F001","2017","N","2","N"
"00067124","00001","1100084424","001","2016","0100026419","F001","2017","N","2","N"
"00067125","00001","1100084425","001","2016","0100026421","F001","2017","N","2","N"
"00067126","00001","1100084426","001","2016","0100026423","F001","2017","N","2","N"
"00067127","00001","1100084427","001","2016","0100026425","F001","2017","N","2","N"
"00067128","00001","1100084428","001","2016","0100026427","F001","2017","N","2","N"
"00067129","00001","1100084429","001","2016","0100026429","F001","2017","N","2","N"
"00067130","00001","1100084431","001","2016","0100026431","F001","2017","N","2","N"
"00067131","00001","1100084432","001","2016","0100026433","F001","2017","N","2","N"
"00067132","00001","1100084433","001","2016","0100026435","F001","2017","N","2","N"
"00067133","00001","1100084434","001","2016","0100026437","F001","2017","N","2","N"
"00067134","00001","1100084435","001","2016","0100026439","F001","2017","N","2","N"
"00067135","00001","1100084436","001","2016","0100026441","F001","2017","N","2","N"
"00067136","00001","1100084437","001","2016","0100026443","F001","2017","N","2","N"
"00067137","00001","1100084438","001","2016","0100026445","F001","2017","N","2","N"
"00067138","00001","1100084439","001","2016","0100026447","F001","2017","N","2","N"
"00067139","00001","1100084440","001","2016","0100026449","F001","2017","N","2","N"
"00067140","00001","1100084441","001","2016","0100026451","F001","2017","N","2","N"
"00067141","00001","1100084442","001","2016","0100026453","F001","2017","N","2","N"
"00067142","00001","1100084444","001","2016","0100026455","F001","2017","N","2","N"
"00067143","00001","1100084445","001","2016","0100026457","F001","2017","N","2","N"
"00067144","00001","1100084446","001","2016","0100026459","F001","2017","N","2","N"
"00067145","00001","1100084447","001","2016","0100026461","F001","2017","N","2","N"
"00067146","00001","1100084448","001","2016","0100026463","F001","2017","N","2","N"
"00067147","00001","1100084449","001","2016","0100026465","F001","2017","N","2","N"
"00067148","00001","1100084450","001","2016","0100026467","F001","2017","N","2","N"
"00067149","00001","1100084451","001","2016","0100026469","F001","2017","N","2","N"
"00067150","00001","1100084452","001","2016","0100026471","F001","2017","N","2","N"
"00067151","00001","1100084453","001","2016","0100026473","F001","2017","N","2","N"
"00067152","00001","1100084454","001","2016","0100026475","F001","2017","N","2","N"
"00067153","00001","1100084456","001","2016","0100026477","F001","2017","N","2","N"
"00067154","00001","1100084457","001","2016","0100026479","F001","2017","N","2","N"
"00067155","00001","1100084459","001","2016","0100026481","F001","2017","N","2","N"
"00067156","00001","1100084460","001","2016","0100026483","F001","2017","N","2","N"
"00067157","00001","1100084461","001","2016","0100026485","F001","2017","N","2","N"
"00067158","00001","1100084462","001","2016","0100026487","F001","2017","N","2","N"
"00067159","00001","1100084463","001","2016","0100026489","F001","2017","N","2","N"
"00067160","00001","1100084464","001","2016","0100026491","F001","2017","N","2","N"
"00067161","00001","1100084465","001","2016","0100026493","F001","2017","N","2","N"
"00067162","00001","1100084466","001","2016","0100026495","F001","2017","N","2","N"
"00067163","00001","1100084467","001","2016","0100026497","F001","2017","N","2","N"
"00067164","00001","1100084468","001","2016","0100026499","F001","2017","N","2","N"
"00067165","00001","1100084469","001","2016","0100026501","F001","2017","N","2","N"
"00067166","00001","1100084470","001","2016","0100026503","F001","2017","N","2","N"
"00067167","00001","1100084471","001","2016","0100026505","F001","2017","N","2","N"
"00067168","00001","1100084472","001","2016","0100026507","F001","2017","N","2","N"
"00067169","00001","1100084473","001","2016","0100026509","F001","2017","N","2","N"
"00067170","00001","1100084474","001","2016","0100026511","F001","2017","N","2","N"
"00067171","00001","1100084475","001","2016","0100026513","F001","2017","N","2","N"
"00067172","00001","1100084476","001","2016","0100026515","F001","2017","N","2","N"
"00067173","00001","1100084477","001","2016","0100026517","F001","2017","N","2","N"
"00067174","00001","1100084478","001","2016","0100026519","F001","2017","N","2","N"
"00067175","00001","1100084479","001","2016","0100026521","F001","2017","N","2","N"
"00067176","00001","1100084480","001","2016","0100026523","F001","2017","N","2","N"
"00067177","00001","1100084481","001","2016","0100026525","F001","2017","N","2","N"
"00067178","00001","1100084482","001","2016","0100026527","F001","2017","N","2","N"
"00067179","00001","1100084483","001","2016","0100026529","F001","2017","N","2","N"
"00067180","00001","1100084485","001","2016","0100026531","F001","2017","N","2","N"
"00067181","00001","1100084487","001","2016","0100026533","F001","2017","N","2","N"
"00067182","00001","1100084489","001","2016","0100026535","F001","2017","N","2","N"
"00067183","00001","1100084490","001","2016","0100026537","F001","2017","N","2","N"
"00067184","00001","1100084491","001","2016","0100026539","F001","2017","N","2","N"
"00067185","00001","1100084493","001","2016","0100026541","F001","2017","N","2","N"
"00067186","00001","1100084494","001","2016","0100026543","F001","2017","N","2","N"
"00067187","00001","1100084495","001","2016","0100026545","F001","2017","N","2","N"
"00067188","00001","1100084496","001","2016","0100026547","F001","2017","N","2","N"
"00067189","00001","1100084497","001","2016","0100026549","F001","2017","N","2","N"
"00067190","00001","1100084499","001","2016","0100026551","F001","2017","N","2","N"
"00067191","00001","1100084500","001","2016","0100026553","F001","2017","N","2","N"
"00067192","00001","1100084501","001","2016","0100026555","F001","2017","N","2","N"
"00067193","00001","1100084502","001","2016","0100026557","F001","2017","N","2","N"
"00067194","00001","1100084503","001","2016","0100026559","F001","2017","N","2","N"
"00067195","00001","1100084504","001","2016","0100026561","F001","2017","N","2","N"
"00067196","00001","1100084505","001","2016","0100026563","F001","2017","N","2","N"
"00067197","00001","1100084506","001","2016","0100026565","F001","2017","N","2","N"
"00067198","00001","1100084509","001","2016","0100026567","F001","2017","N","2","N"
"00067199","00001","1100084510","001","2016","0100026569","F001","2017","N","2","N"
"00067200","00001","1100084511","001","2016","0100026571","F001","2017","N","2","N"
"00067201","00001","1100084512","001","2016","0100026573","F001","2017","N","2","N"
"00067202","00001","1100084513","001","2016","0100026575","F001","2017","N","2","N"
"00067203","00001","1100084515","001","2016","0100026577","F001","2017","N","2","N"
"00067204","00001","1100084517","001","2016","0100026579","F001","2017","N","2","N"
"00067205","00001","1100084518","001","2016","0100026581","F001","2017","N","2","N"
"00067206","00001","1100084519","001","2016","0100026583","F001","2017","N","2","N"
"00067207","00001","1100084520","001","2016","0100026585","F001","2017","N","2","N"
"00067208","00001","1100084521","001","2016","0100026587","F001","2017","N","2","N"
"00067209","00001","1100084522","001","2016","0100026589","F001","2017","N","2","N"
"00067210","00001","1100084523","001","2016","0100026591","F001","2017","N","2","N"
"00067211","00001","1100084524","001","2016","0100026593","F001","2017","N","2","N"
"00067212","00001","1100084525","001","2016","0100026595","F001","2017","N","2","N"
"00067213","00001","1100084526","001","2016","0100026597","F001","2017","N","2","N"
"00067214","00001","1100084527","001","2016","0100026599","F001","2017","N","2","N"
"00067215","00001","1100084528","001","2016","0100026601","F001","2017","N","2","N"
"00067216","00001","1100084529","001","2016","0100026603","F001","2017","N","2","N"
"00067217","00001","1100084530","001","2016","0100026605","F001","2017","N","2","N"
"00067218","00001","1100084531","001","2016","0100026607","F001","2017","N","2","N"
"00067219","00001","1100084532","001","2016","0100026609","F001","2017","N","2","N"
"00067220","00001","1100084533","001","2016","0100026611","F001","2017","N","2","N"
"00067221","00001","1100084534","001","2016","0100026613","F001","2017","N","2","N"
"00067222","00001","1100084535","001","2016","0100026615","F001","2017","N","2","N"
"00067223","00001","1100084536","001","2016","0100026617","F001","2017","N","2","N"
"00067224","00001","1100084538","001","2016","0100026619","F001","2017","N","2","N"
"00067225","00001","1100084539","001","2016","0100026621","F001","2017","N","2","N"
"00067226","00001","1100084540","001","2016","0100026623","F001","2017","N","2","N"
"00067227","00001","1100084541","001","2016","0100026625","F001","2017","N","2","N"
"00067228","00001","1100084542","001","2016","0100026627","F001","2017","N","2","N"
"00067229","00001","1100084543","001","2016","0100026629","F001","2017","N","2","N"
"00067230","00001","1100084544","001","2016","0100026631","F001","2017","N","2","N"
"00067231","00001","1100084545","001","2016","0100026633","F001","2017","N","2","N"
"00067232","00001","1100084546","001","2016","0100026635","F001","2017","N","2","N"
"00067233","00001","1100084547","001","2016","0100026637","F001","2017","N","2","N"
"00067234","00001","1100084548","001","2016","0100026639","F001","2017","N","2","N"
"00067235","00001","1100084549","001","2016","0100026641","F001","2017","N","2","N"
"00067236","00001","1100084550","001","2016","0100026643","F001","2017","N","2","N"
"00067237","00001","1100084552","001","2016","0100026645","F001","2017","N","2","N"
"00067238","00001","1100084553","001","2016","0100026647","F001","2017","N","2","N"
"00067239","00001","1100084554","001","2016","0100026649","F001","2017","N","2","N"
"00067240","00001","1100084555","001","2016","0100026651","F001","2017","N","2","N"
"00067241","00001","1100084556","001","2016","0100026653","F001","2017","N","2","N"
"00067242","00001","1100084558","001","2016","0100026655","F001","2017","N","2","N"
"00067243","00001","1100084560","001","2016","0100026657","F001","2017","N","2","N"
"00067244","00001","1100084561","001","2016","0100026659","F001","2017","N","2","N"
"00067245","00001","1100084562","001","2016","0100026661","F001","2017","N","2","N"
"00067246","00001","1100084564","001","2016","0100026663","F001","2017","N","2","N"
"00067247","00001","1100084565","001","2016","0100026665","F001","2017","N","2","N"
"00067248","00001","1100084566","001","2016","0100026667","F001","2017","N","2","N"
"00067249","00001","1100084567","001","2016","0100026669","F001","2017","N","2","N"
"00067250","00001","1100084568","001","2016","0100026671","F001","2017","N","2","N"
"00067251","00001","1100084569","001","2016","0100026673","F001","2017","N","2","N"
"00067252","00001","1100084573","001","2016","0100026675","F001","2017","N","2","N"
"00067253","00001","1100084574","001","2016","0100026677","F001","2017","N","2","N"
"00067254","00001","1100084575","001","2016","0100026679","F001","2017","N","2","N"
"00067255","00001","1100084576","001","2016","0100026681","F001","2017","N","2","N"
"00067256","00001","1100084577","001","2016","0100026683","F001","2017","N","2","N"
"00067257","00001","1100084579","001","2016","0100026685","F001","2017","N","2","N"
"00067258","00001","1100084581","001","2016","0100026687","F001","2017","N","2","N"
"00067259","00001","1100084582","001","2016","0100026689","F001","2017","N","2","N"
"00067260","00001","1100084583","001","2016","0100026691","F001","2017","N","2","N"
"00067261","00001","1100084584","001","2016","0100026693","F001","2017","N","2","N"
"00067262","00001","1100084585","001","2016","0100026695","F001","2017","N","2","N"
"00067263","00001","1100084586","001","2016","0100026697","F001","2017","N","2","N"
"00067264","00001","1100084587","001","2016","0100026699","F001","2017","N","2","N"
"00067265","00001","1100084589","001","2016","0100026701","F001","2017","N","2","N"
"00067266","00001","1100084590","001","2016","0100026703","F001","2017","N","2","N"
"00067267","00001","1100084591","001","2016","0100026705","F001","2017","N","2","N"
"00067268","00001","1100084592","001","2016","0100026707","F001","2017","N","2","N"
"00067269","00001","1100084593","001","2016","0100026709","F001","2017","N","2","N"
"00067270","00001","1100084594","001","2016","0100026711","F001","2017","N","2","N"
"00067271","00001","1100084595","001","2016","0100026713","F001","2017","N","2","N"
"00067272","00001","1100084596","001","2016","0100026715","F001","2017","N","2","N"
"00067273","00001","1100084597","001","2016","0100026717","F001","2017","N","2","N"
"00067274","00001","1100084599","001","2016","0100026719","F001","2017","N","2","N"
"00067275","00001","1100084600","001","2016","0100026721","F001","2017","N","2","N"
"00067276","00001","1100084601","001","2016","0100026723","F001","2017","N","2","N"
"00067277","00001","1100084602","001","2016","0100026725","F001","2017","N","2","N"
"00067278","00001","1100084604","001","2016","0100026727","F001","2017","N","2","N"
"00067279","00001","1100084605","001","2016","0100026729","F001","2017","N","2","N"
"00067280","00001","1100084607","001","2016","0100026731","F001","2017","N","2","N"
"00067281","00001","1100084608","001","2016","0100026733","F001","2017","N","2","N"
"00067282","00001","1100084609","001","2016","0100026735","F001","2017","N","2","N"
"00067283","00001","1100084611","001","2016","0100026737","F001","2017","N","2","N"
"00067284","00001","1100084613","001","2016","0100026739","F001","2017","N","2","N"
"00067285","00001","1100084614","001","2016","0100026741","F001","2017","N","2","N"
"00067286","00001","1100084615","001","2016","0100026743","F001","2017","N","2","N"
"00067287","00001","1100084616","001","2016","0100026745","F001","2017","N","2","N"
"00067288","00001","1100084619","001","2016","0100026747","F001","2017","N","2","N"
"00067289","00001","1100084620","001","2016","0100026749","F001","2017","N","2","N"
"00067290","00001","1100084621","001","2016","0100026751","F001","2017","N","2","N"
"00067291","00001","1100084622","001","2016","0100026753","F001","2017","N","2","N"
"00067292","00001","1100084623","001","2016","0100026755","F001","2017","N","2","N"
"00067293","00001","1100084624","001","2016","0100026757","F001","2017","N","2","N"
"00067294","00001","1100084625","001","2016","0100026759","F001","2017","N","2","N"
"00067295","00001","1100084626","001","2016","0100026761","F001","2017","N","2","N"
"00067296","00001","1100084627","001","2016","0100026763","F001","2017","N","2","N"
"00067297","00001","1100084629","001","2016","0100026765","F001","2017","N","2","N"
"00067298","00001","1100084630","001","2016","0100026767","F001","2017","N","2","N"
"00067299","00001","1100084631","001","2016","0100026769","F001","2017","N","2","N"
"00067300","00001","1100084632","001","2016","0100026771","F001","2017","N","2","N"
"00067301","00001","1100084633","001","2016","0100026773","F001","2017","N","2","N"
"00067302","00001","1100084634","001","2016","0100026775","F001","2017","N","2","N"
"00067303","00001","1100084635","001","2016","0100026777","F001","2017","N","2","N"
"00067304","00001","1100084637","001","2016","0100026779","F001","2017","N","2","N"
"00067305","00001","1100084638","001","2016","0100026781","F001","2017","N","2","N"
"00067306","00001","1100084639","001","2016","0100026783","F001","2017","N","2","N"
"00067307","00001","1100084640","001","2016","0100026785","F001","2017","N","2","N"
