CLIENT,COMPANYCODE,HOUSEBANK,HOUSEBANKACCOUNT,BANKSTATEMENT,BANKSTATEMENTSHORTID,BANKSTATEMENTITEM,FISCALYEAR,POSTINGDATE,VALUEDATE,CURRENCY,TRANSACTIONCURRENCY,AMOUNTINTRANSACTIONCURRENCY,DEBITCREDITCODE,PARTNERBANKCOUNTRY,PARTNERBANK,PARTNERBANKSWIFTCODE,PARTNERBANKACCOUNT,PARTNERBANKIBAN,BUSINESSPARTNERNAME,BANKLEDGERDOCUMENT,SUBLEDGERDOCUMENT,DOCUMENTREFERENCEID,PAYMENTADVICEACCOUNTTYPE,PAYMENTADVICEACCOUNT,ASSIGNMENTREFERENCE,PAYMENTREFERENCE,BANKSTATEMENTPOSTINGRULE,SUBLEDGERONACCOUNTDOCUMENT,PAYMENTADVICE,MEMOLINE,PAYMENTTRANSACTIONDESCRIPTION,CHEQUE,BANKPOSTINGKEY,PAYMENTTRANSACTION,PAYMENTEXTERNALTRANSACTYPE
"910","F001","DBK1","DB01","53905","00064501","00001","2017","20170129","20170129","EUR","EUR","76.00","H","","","","","","","0100021116","0100021117","","D","C0001","","","0001","","","11/0081055
","","","","",""
"910","F001","DBK1","DB01","53920","00064516","00001","2017","20170129","20170129","EUR","EUR","11.00","H","","","","","","","0100021146","0100021147","","D","C0001","","","0001","","","1/100081074
","","","","",""
"910","F001","DBK1","DB01","53927","00064523","00001","2017","20170129","20170129","EUR","EUR","85.00","H","","","","","","","0100021160","0100021161","","D","C0001","","","0001","","","1100081081
","","","","",""
"910","F001","DBK1","DB01","53978","00064574","00001","2017","20170129","20170129","EUR","EUR","43.00","H","","","","","","","0100021262","0100021263","","D","C0001","","","0001","","","110 0081146
","","","","",""
"910","F001","DBK1","DB01","53983","00064579","00001","2017","20170129","20170129","EUR","EUR","35.00","H","","","","","","","0100021272","0100021273","","D","C0001","","","0001","","","1100081152
","","","","",""
"910","F001","DBK1","DB01","53987","00064583","00001","2017","20170129","20170129","EUR","EUR","25.00","H","","","","","","","0100021280","0100021281","","D","C0001","","","0001","","","1/100081156
","","","","",""
"910","F001","DBK1","DB01","54000","00064596","00001","2017","20170129","20170129","EUR","EUR","73.00","H","","","","","","","0100021306","0100021307","","D","C0001","","","0001","","","11/00081170
","","","","",""
"910","F001","DBK1","DB01","54004","00064600","00001","2017","20170129","20170129","EUR","EUR","19.00","H","","","","","","","0100021314","0100021315","","D","C0001","","","0001","","","110 0081175
","","","","",""
"910","F001","DBK1","DB01","54029","00064625","00001","2017","20170129","20170129","EUR","EUR","20.00","H","","","","","","","0100021364","0100021365","","D","C0001","","","0001","","","1100081206
","","","","",""
"910","F001","DBK1","DB01","54037","00064633","00001","2017","20170129","20170129","EUR","EUR","32.00","H","","","","","","","0100021380","0100021381","","D","C0001","","","0001","","","11 00081217
","","","","",""
"910","F001","DBK1","DB01","54039","00064635","00001","2017","20170129","20170129","EUR","EUR","20.00","H","","","","","","","0100021384","0100021385","","D","C0001","","","0001","","","1100081219
","","","","",""
"910","F001","DBK1","DB01","54043","00064639","00001","2017","20170129","20170129","EUR","EUR","73.00","H","","","","","","","0100021392","0100021393","","D","C0001","","","0001","","","1100081224
","","","","",""
"910","F001","DBK1","DB01","54050","00064646","00001","2017","20170129","20170129","EUR","EUR","73.00","H","","","","","","","0100021406","0100021407","","D","C0001","","","0001","","","1100081231
","","","","",""
"910","F001","DBK1","DB01","54059","00064655","00001","2017","20170129","20170129","EUR","EUR","31.00","H","","","","","","","0100021424","0100021425","","D","C0001","","","0001","","","110 0081242
","","","","",""
"910","F001","DBK1","DB01","54073","00064669","00001","2017","20170129","20170129","EUR","EUR","47.00","H","","","","","","","0100021452","0100021453","","D","C0001","","","0001","","","1100081262
","","","","",""
"910","F001","DBK1","DB01","54081","00064677","00001","2017","20170129","20170129","EUR","EUR","84.00","H","","","","","","","0100021468","0100021469","","D","C0001","","","0001","","","1/00081270
","","","","",""
"910","F001","DBK1","DB01","54095","00064691","00001","2017","20170129","20170129","EUR","EUR","54.00","H","","","","","","","0100021496","0100021497","","D","C0001","","","0001","","","110 0081288
","","","","",""
"910","F001","DBK1","DB01","54097","00064693","00001","2017","20170129","20170129","EUR","EUR","22.00","H","","","","","","","0100021500","0100021501","","D","C0001","","","0001","","","1/00081291
","","","","",""
"910","F001","DBK1","DB01","54101","00064697","00001","2017","20170129","20170129","EUR","EUR","63.00","H","","","","","","","0100021508","0100021509","","D","C0001","","","0001","","","110 0081295
","","","","",""
"910","F001","DBK1","DB01","54104","00064700","00001","2017","20170129","20170129","EUR","EUR","93.00","H","","","","","","","0100021514","0100021515","","D","C0001","","","0001","","","110/0081300
","","","","",""
"910","F001","DBK1","DB01","54106","00064702","00001","2017","20170129","20170129","EUR","EUR","79.00","H","","","","","","","0100021518","0100021519","","D","C0001","","","0001","","","1100081302
","","","","",""
"910","F001","DBK1","DB01","54116","00064712","00001","2017","20170129","20170129","EUR","EUR","51.00","H","","","","","","","0100021538","0100021539","","D","C0001","","","0001","","","1100081313
","","","","",""
"910","F001","DBK1","DB01","54125","00064721","00001","2017","20170129","20170129","EUR","EUR","79.00","H","","","","","","","0100021556","0100021557","","D","C0001","","","0001","","","1100081322
","","","","",""
"910","F001","DBK1","DB01","54147","00064743","00001","2017","20170129","20170129","EUR","EUR","29.00","H","","","","","","","0100021600","0100021601","","D","C0001","","","0001","","","1100081350
","","","","",""
"910","F001","DBK1","DB01","54157","00064753","00001","2017","20170129","20170129","EUR","EUR","54.00","H","","","","","","","0100021620","0100021621","","D","C0001","","","0001","","","1 100081363
","","","","",""
"910","F001","DBK1","DB01","54189","00064785","00001","2017","20170129","20170129","EUR","EUR","32.00","H","","","","","","","0100021684","0100021685","","D","C0001","","","0001","","","110/081400
","","","","",""
"910","F001","DBK1","DB01","54194","00064790","00001","2017","20170129","20170129","EUR","EUR","26.00","H","","","","","","","0100021694","0100021695","","D","C0001","","","0001","","","1100081406
","","","","",""
"910","F001","DBK1","DB01","54201","00064797","00001","2017","20170129","20170129","EUR","EUR","45.00","H","","","","","","","0100021708","0100021709","","D","C0001","","","0001","","","110/0081414
","","","","",""
"910","F001","DBK1","DB01","54205","00064801","00001","2017","20170129","20170129","EUR","EUR","74.00","H","","","","","","","0100021716","0100021717","","D","C0001","","","0001","","","1100081418
","","","","",""
"910","F001","DBK1","DB01","54212","00064808","00001","2017","20170129","20170129","EUR","EUR","34.00","H","","","","","","","0100021730","0100021731","","D","C0001","","","0001","","","110 0081428
","","","","",""
"910","F001","DBK1","DB01","54214","00064810","00001","2017","20170129","20170129","EUR","EUR","83.00","H","","","","","","","0100021734","0100021735","","D","C0001","","","0001","","","1100081430
","","","","",""
"910","F001","DBK1","DB01","54222","00064818","00001","2017","20170129","20170129","EUR","EUR","76.00","H","","","","","","","0100021750","0100021751","","D","C0001","","","0001","","","110 0081439
","","","","",""
"910","F001","DBK1","DB01","54230","00064826","00001","2017","20170129","20170129","EUR","EUR","73.00","H","","","","","","","0100021766","0100021767","","D","C0001","","","0001","","","1100081447
","","","","",""
"910","F001","DBK1","DB01","54233","00064829","00001","2017","20170129","20170129","EUR","EUR","44.00","H","","","","","","","0100021772","0100021773","","D","C0001","","","0001","","","1100081450
","","","","",""
"910","F001","DBK1","DB01","54234","00064830","00001","2017","20170129","20170129","EUR","EUR","67.00","H","","","","","","","0100021774","0100021775","","D","C0001","","","0001","","","1100081451
","","","","",""
"910","F001","DBK1","DB01","54246","00064842","00001","2017","20170129","20170129","EUR","EUR","94.00","H","","","","","","","0100021798","0100021799","","D","C0001","","","0001","","","1/00081465
","","","","",""
"910","F001","DBK1","DB01","54248","00064844","00001","2017","20170129","20170129","EUR","EUR","77.00","H","","","","","","","0100021802","0100021803","","D","C0001","","","0001","","","110/081468
","","","","",""
"910","F001","DBK1","DB01","54256","00064852","00001","2017","20170129","20170129","EUR","EUR","40.00","H","","","","","","","0100021818","0100021819","","D","C0001","","","0001","","","1100081480
","","","","",""
"910","F001","DBK1","DB01","54262","00064858","00001","2017","20170129","20170129","EUR","EUR","47.00","H","","","","","","","0100021830","0100021831","","D","C0001","","","0001","","","110/081488
","","","","",""
"910","F001","DBK1","DB01","54274","00064870","00001","2017","20170129","20170129","EUR","EUR","73.00","H","","","","","","","0100021854","0100021855","","D","C0001","","","0001","","","1100081501
","","","","",""
"910","F001","DBK1","DB01","54284","00064880","00001","2017","20170129","20170129","EUR","EUR","88.00","H","","","","","","","0100021874","0100021875","","D","C0001","","","0001","","","1100081513
","","","","",""
"910","F001","DBK1","DB01","54306","00064902","00001","2017","20170129","20170129","EUR","EUR","40.00","H","","","","","","","0100021918","0100021919","","D","C0001","","","0001","","","11/00081538
","","","","",""
"910","F001","DBK1","DB01","54317","00064913","00001","2017","20170129","20170129","EUR","EUR","75.00","H","","","","","","","0100021940","0100021941","","D","C0001","","","0001","","","110/081549
","","","","",""
"910","F001","DBK1","DB01","54319","00064915","00001","2017","20170129","20170129","EUR","EUR","72.00","H","","","","","","","0100021944","0100021945","","D","C0001","","","0001","","","1100081551
","","","","",""
"910","F001","DBK1","DB01","54344","00064940","00001","2017","20170129","20170129","EUR","EUR","88.00","H","","","","","","","0100021994","0100021995","","D","C0001","","","0001","","","1/00081584
","","","","",""
"910","F001","DBK1","DB01","54355","00064951","00001","2017","20170129","20170129","EUR","EUR","19.00","H","","","","","","","0100022016","0100022017","","D","C0001","","","0001","","","1/00081597
","","","","",""
"910","F001","DBK1","DB01","54359","00064955","00001","2017","20170129","20170129","EUR","EUR","35.00","H","","","","","","","0100022024","0100022025","","D","C0001","","","0001","","","1100081603
","","","","",""
"910","F001","DBK1","DB01","54370","00064966","00001","2017","20170129","20170129","EUR","EUR","27.00","H","","","","","","","0100022046","0100022047","","D","C0001","","","0001","","","110 0081616
","","","","",""
"910","F001","DBK1","DB01","54380","00064976","00001","2017","20170129","20170129","EUR","EUR","40.00","H","","","","","","","0100022066","0100022067","","D","C0001","","","0001","","","1/00081629
","","","","",""
"910","F001","DBK1","DB01","54404","00065000","00001","2017","20170129","20170129","EUR","EUR","73.00","H","","","","","","","0100022114","0100022115","","D","C0001","","","0001","","","1100081660
","","","","",""
"910","F001","DBK1","DB01","54416","00065012","00001","2017","20170129","20170129","EUR","EUR","96.00","H","","","","","","","0100022138","0100022139","","D","C0001","","","0001","","","1100081674
","","","","",""
"910","F001","DBK1","DB01","54420","00065016","00001","2017","20170129","20170129","EUR","EUR","85.00","H","","","","","","","0100022146","0100022147","","D","C0001","","","0001","","","1100081678
","","","","",""
"910","F001","DBK1","DB01","54424","00065020","00001","2017","20170129","20170129","EUR","EUR","23.00","H","","","","","","","0100022154","0100022155","","D","C0001","","","0001","","","1100081683
","","","","",""
"910","F001","DBK1","DB01","54437","00065033","00001","2017","20170129","20170129","EUR","EUR","88.00","H","","","","","","","0100022178","0100022179","","D","C0001","","","0001","","","110 0081757
","","","","",""
"910","F001","DBK1","DB01","54453","00065049","00001","2017","20170129","20170129","EUR","EUR","12.00","H","","","","","","","0100022210","0100022211","","D","C0001","","","0001","","","1100081779
","","","","",""
"910","F001","DBK1","DB01","54457","00065053","00001","2017","20170129","20170129","EUR","EUR","29.00","H","","","","","","","0100022218","0100022219","","D","C0001","","","0001","","","1100081784
","","","","",""
"910","F001","DBK1","DB01","54495","00065091","00001","2017","20170129","20170129","EUR","EUR","75.00","H","","","","","","","0100022294","0100022295","","D","C0001","","","0001","","","110/081824
","","","","",""
"910","F001","DBK1","DB01","54500","00065096","00001","2017","20170129","20170129","EUR","EUR","23.00","H","","","","","","","0100022304","0100022305","","D","C0001","","","0001","","","1/00081830
","","","","",""
"910","F001","DBK1","DB01","54528","00065124","00001","2017","20170129","20170129","EUR","EUR","94.00","H","","","","","","","0100022360","0100022361","","D","C0001","","","0001","","","1100081866
","","","","",""
"910","F001","DBK1","DB01","54531","00065127","00001","2017","20170129","20170129","EUR","EUR","53.00","H","","","","","","","0100022366","0100022367","","D","C0001","","","0001","","","110/081870
","","","","",""
"910","F001","DBK1","DB01","54537","00065133","00001","2017","20170129","20170129","EUR","EUR","10.00","H","","","","","","","0100022378","0100022379","","D","C0001","","","0001","","","1100081876
","","","","",""
"910","F001","DBK1","DB01","54538","00065134","00001","2017","20170129","20170129","EUR","EUR","13.00","H","","","","","","","0100022380","0100022381","","D","C0001","","","0001","","","1 100081877
","","","","",""
"910","F001","DBK1","DB01","54551","00065147","00001","2017","20170129","20170129","EUR","EUR","10.00","H","","","","","","","0100022406","0100022407","","D","C0001","","","0001","","","1100081892
","","","","",""
"910","F001","DBK1","DB01","54556","00065152","00001","2017","20170129","20170129","EUR","EUR","43.00","H","","","","","","","0100022416","0100022417","","D","C0001","","","0001","","","1100081899
","","","","",""
"910","F001","DBK1","DB01","54569","00065165","00001","2017","20170129","20170129","EUR","EUR","56.00","H","","","","","","","0100022442","0100022443","","D","C0001","","","0001","","","1100081915
","","","","",""
"910","F001","DBK1","DB01","54571","00065167","00001","2017","20170129","20170129","EUR","EUR","11.00","H","","","","","","","0100022446","0100022447","","D","C0001","","","0001","","","110/0081917
","","","","",""
"910","F001","DBK1","DB01","54574","00065170","00001","2017","20170129","20170129","EUR","EUR","99.00","H","","","","","","","0100022452","0100022453","","D","C0001","","","0001","","","11/00081921
","","","","",""
"910","F001","DBK1","DB01","54577","00065173","00001","2017","20170129","20170129","EUR","EUR","70.00","H","","","","","","","0100022458","0100022459","","D","C0001","","","0001","","","1/00081924
","","","","",""
"910","F001","DBK1","DB01","54578","00065174","00001","2017","20170129","20170129","EUR","EUR","75.00","H","","","","","","","0100022460","0100022461","","D","C0001","","","0001","","","1100081926
","","","","",""
"910","F001","DBK1","DB01","54584","00065180","00001","2017","20170129","20170129","EUR","EUR","40.00","H","","","","","","","0100022472","0100022473","","D","C0001","","","0001","","","1100081933
","","","","",""
"910","F001","DBK1","DB01","54598","00065194","00001","2017","20170129","20170129","EUR","EUR","93.00","H","","","","","","","0100022500","0100022501","","D","C0001","","","0001","","","1/100081950
","","","","",""
"910","F001","DBK1","DB01","54605","00065201","00001","2017","20170129","20170129","EUR","EUR","31.00","H","","","","","","","0100022514","0100022515","","D","C0001","","","0001","","","11/0081958
","","","","",""
"910","F001","DBK1","DB01","54610","00065206","00001","2017","20170129","20170129","EUR","EUR","14.00","H","","","","","","","0100022524","0100022525","","D","C0001","","","0001","","","1100081964
","","","","",""
"910","F001","DBK1","DB01","54611","00065207","00001","2017","20170129","20170129","EUR","EUR","72.00","H","","","","","","","0100022526","0100022527","","D","C0001","","","0001","","","1/100081965
","","","","",""
"910","F001","DBK1","DB01","54613","00065209","00001","2017","20170129","20170129","EUR","EUR","35.00","H","","","","","","","0100022530","0100022531","","D","C0001","","","0001","","","11/00081968
","","","","",""
"910","F001","DBK1","DB01","54617","00065213","00001","2017","20170129","20170129","EUR","EUR","22.00","H","","","","","","","0100022538","0100022539","","D","C0001","","","0001","","","1100081972
","","","","",""
"910","F001","DBK1","DB01","54641","00065237","00001","2017","20170129","20170129","EUR","EUR","31.00","H","","","","","","","0100022586","0100022587","","D","C0001","","","0001","","","11/00082004
","","","","",""
"910","F001","DBK1","DB01","54643","00065239","00001","2017","20170129","20170129","EUR","EUR","93.00","H","","","","","","","0100022590","0100022591","","D","C0001","","","0001","","","1100082007
","","","","",""
"910","F001","DBK1","DB01","54645","00065241","00001","2017","20170129","20170129","EUR","EUR","22.00","H","","","","","","","0100022594","0100022595","","D","C0001","","","0001","","","1100082009
","","","","",""
"910","F001","DBK1","DB01","54648","00065244","00001","2017","20170129","20170129","EUR","EUR","78.00","H","","","","","","","0100022600","0100022601","","D","C0001","","","0001","","","1100082012
","","","","",""
"910","F001","DBK1","DB01","54650","00065246","00001","2017","20170129","20170129","EUR","EUR","36.00","H","","","","","","","0100022604","0100022605","","D","C0001","","","0001","","","1 100082014
","","","","",""
"910","F001","DBK1","DB01","54653","00065249","00001","2017","20170129","20170129","EUR","EUR","49.00","H","","","","","","","0100022610","0100022611","","D","C0001","","","0001","","","1/100082018
","","","","",""
"910","F001","DBK1","DB01","54679","00065275","00001","2017","20170129","20170129","EUR","EUR","57.00","H","","","","","","","0100022662","0100022663","","D","C0001","","","0001","","","11 00082049
","","","","",""
"910","F001","DBK1","DB01","54681","00065277","00001","2017","20170129","20170129","EUR","EUR","31.00","H","","","","","","","0100022666","0100022667","","D","C0001","","","0001","","","110/082051
","","","","",""
"910","F001","DBK1","DB01","54682","00065278","00001","2017","20170129","20170129","EUR","EUR","97.00","H","","","","","","","0100022668","0100022669","","D","C0001","","","0001","","","1100082052
","","","","",""
"910","F001","DBK1","DB01","54687","00065283","00001","2017","20170129","20170129","EUR","EUR","41.00","H","","","","","","","0100022678","0100022679","","D","C0001","","","0001","","","1100082057
","","","","",""
"910","F001","DBK1","DB01","54690","00065286","00001","2017","20170129","20170129","EUR","EUR","77.00","H","","","","","","","0100022684","0100022685","","D","C0001","","","0001","","","1 100082063
","","","","",""
"910","F001","DBK1","DB01","54704","00065300","00001","2017","20170129","20170129","EUR","EUR","95.00","H","","","","","","","0100022712","0100022713","","D","C0001","","","0001","","","1100082079
","","","","",""
"910","F001","DBK1","DB01","54708","00065304","00001","2017","20170129","20170129","EUR","EUR","21.00","H","","","","","","","0100022720","0100022721","","D","C0001","","","0001","","","1100082083
","","","","",""
"910","F001","DBK1","DB01","54712","00065308","00001","2017","20170129","20170129","EUR","EUR","74.00","H","","","","","","","0100022728","0100022729","","D","C0001","","","0001","","","1100082088
","","","","",""
"910","F001","DBK1","DB01","54714","00065310","00001","2017","20170129","20170129","EUR","EUR","74.00","H","","","","","","","0100022732","0100022733","","D","C0001","","","0001","","","1100082091
","","","","",""
"910","F001","DBK1","DB01","54720","00065316","00001","2017","20170129","20170129","EUR","EUR","58.00","H","","","","","","","0100022744","0100022745","","D","C0001","","","0001","","","1100082099
","","","","",""
"910","F001","DBK1","DB01","54736","00065332","00001","2017","20170129","20170129","EUR","EUR","13.00","H","","","","","","","0100022776","0100022777","","D","C0001","","","0001","","","1 100082116
","","","","",""
"910","F001","DBK1","DB01","54737","00065333","00001","2017","20170129","20170129","EUR","EUR","78.00","H","","","","","","","0100022778","0100022779","","D","C0001","","","0001","","","1100082117
","","","","",""
"910","F001","DBK1","DB01","54768","00065364","00001","2017","20170129","20170129","EUR","EUR","74.00","H","","","","","","","0100022840","0100022841","","D","C0001","","","0001","","","1100082155
","","","","",""
"910","F001","DBK1","DB01","54769","00065365","00001","2017","20170129","20170129","EUR","EUR","47.00","H","","","","","","","0100022842","0100022843","","D","C0001","","","0001","","","1100082157
","","","","",""
"910","F001","DBK1","DB01","54774","00065370","00001","2017","20170129","20170129","EUR","EUR","45.00","H","","","","","","","0100022852","0100022853","","D","C0001","","","0001","","","1100082163
","","","","",""
"910","F001","DBK1","DB01","54780","00065376","00001","2017","20170129","20170129","EUR","EUR","25.00","H","","","","","","","0100022864","0100022865","","D","C0001","","","0001","","","110/082171
","","","","",""
"910","F001","DBK1","DB01","54783","00065379","00001","2017","20170129","20170129","EUR","EUR","14.00","H","","","","","","","0100022870","0100022871","","D","C0001","","","0001","","","1100082175
","","","","",""
"910","F001","DBK1","DB01","54816","00065412","00001","2017","20170129","20170129","EUR","EUR","64.00","H","","","","","","","0100022936","0100022937","","D","C0001","","","0001","","","1 100082211
","","","","",""
"910","F001","DBK1","DB01","54827","00065423","00001","2017","20170129","20170129","EUR","EUR","98.00","H","","","","","","","0100022958","0100022959","","D","C0001","","","0001","","","11/0082226
","","","","",""
"910","F001","DBK1","DB01","54835","00065431","00001","2017","20170129","20170129","EUR","EUR","85.00","H","","","","","","","0100022974","0100022975","","D","C0001","","","0001","","","110 0082234
","","","","",""
"910","F001","DBK1","DB01","54853","00065449","00001","2017","20170129","20170129","EUR","EUR","60.00","H","","","","","","","0100023010","0100023011","","D","C0001","","","0001","","","11/0082255
","","","","",""
"910","F001","DBK1","DB01","54860","00065456","00001","2017","20170129","20170129","EUR","EUR","76.00","H","","","","","","","0100023024","0100023025","","D","C0001","","","0001","","","1100082264
","","","","",""
"910","F001","DBK1","DB01","54868","00065464","00001","2017","20170129","20170129","EUR","EUR","24.00","H","","","","","","","0100023040","0100023041","","D","C0001","","","0001","","","1 100082272
","","","","",""
"910","F001","DBK1","DB01","54869","00065465","00001","2017","20170129","20170129","EUR","EUR","46.00","H","","","","","","","0100023042","0100023043","","D","C0001","","","0001","","","1 100082274
","","","","",""
"910","F001","DBK1","DB01","54873","00065469","00001","2017","20170129","20170129","EUR","EUR","88.00","H","","","","","","","0100023050","0100023051","","D","C0001","","","0001","","","1100082280
","","","","",""
"910","F001","DBK1","DB01","54885","00065481","00001","2017","20170129","20170129","EUR","EUR","47.00","H","","","","","","","0100023074","0100023075","","D","C0001","","","0001","","","1100082296
","","","","",""
"910","F001","DBK1","DB01","54886","00065482","00001","2017","20170129","20170129","EUR","EUR","88.00","H","","","","","","","0100023076","0100023077","","D","C0001","","","0001","","","1100082297
","","","","",""
"910","F001","DBK1","DB01","54898","00065494","00001","2017","20170129","20170129","EUR","EUR","27.00","H","","","","","","","0100023100","0100023101","","D","C0001","","","0001","","","1/100082312
","","","","",""
"910","F001","DBK1","DB01","54899","00065495","00001","2017","20170129","20170129","EUR","EUR","51.00","H","","","","","","","0100023102","0100023103","","D","C0001","","","0001","","","1100082313
","","","","",""
"910","F001","DBK1","DB01","54912","00065508","00001","2017","20170129","20170129","EUR","EUR","67.00","H","","","","","","","0100023128","0100023129","","D","C0001","","","0001","","","1100082328
","","","","",""
"910","F001","DBK1","DB01","54923","00065519","00001","2017","20170129","20170129","EUR","EUR","10.00","H","","","","","","","0100023150","0100023151","","D","C0001","","","0001","","","1100082340
","","","","",""
"910","F001","DBK1","DB01","54929","00065525","00001","2017","20170129","20170129","EUR","EUR","31.00","H","","","","","","","0100023162","0100023163","","D","C0001","","","0001","","","1100082348
","","","","",""
"910","F001","DBK1","DB01","54933","00065529","00001","2017","20170129","20170129","EUR","EUR","33.00","H","","","","","","","0100023170","0100023171","","D","C0001","","","0001","","","1/00082352
","","","","",""
"910","F001","DBK1","DB01","54941","00065537","00001","2017","20170129","20170129","EUR","EUR","72.00","H","","","","","","","0100023186","0100023187","","D","C0001","","","0001","","","1100082476
","","","","",""
"910","F001","DBK1","DB01","54958","00065554","00001","2017","20170129","20170129","EUR","EUR","30.00","H","","","","","","","0100023220","0100023221","","D","C0001","","","0001","","","1 100082495
","","","","",""
"910","F001","DBK1","DB01","54969","00065565","00001","2017","20170129","20170129","EUR","EUR","14.00","H","","","","","","","0100023242","0100023243","","D","C0001","","","0001","","","11 00082509
","","","","",""
"910","F001","DBK1","DB01","54981","00065577","00001","2017","20170129","20170129","EUR","EUR","84.00","H","","","","","","","0100023266","0100023267","","D","C0001","","","0001","","","1100082522
","","","","",""
"910","F001","DBK1","DB01","54982","00065578","00001","2017","20170129","20170129","EUR","EUR","51.00","H","","","","","","","0100023268","0100023269","","D","C0001","","","0001","","","1100082523
","","","","",""
"910","F001","DBK1","DB01","54986","00065582","00001","2017","20170129","20170129","EUR","EUR","42.00","H","","","","","","","0100023276","0100023277","","D","C0001","","","0001","","","1100082528
","","","","",""
"910","F001","DBK1","DB01","54989","00065585","00001","2017","20170129","20170129","EUR","EUR","70.00","H","","","","","","","0100023282","0100023283","","D","C0001","","","0001","","","11 00082531
","","","","",""
"910","F001","DBK1","DB01","54990","00065586","00001","2017","20170129","20170129","EUR","EUR","48.00","H","","","","","","","0100023284","0100023285","","D","C0001","","","0001","","","1/00082532
","","","","",""
"910","F001","DBK1","DB01","54995","00065591","00001","2017","20170129","20170129","EUR","EUR","71.00","H","","","","","","","0100023294","0100023295","","D","C0001","","","0001","","","110/082538
","","","","",""
"910","F001","DBK1","DB01","55011","00065607","00001","2017","20170129","20170129","EUR","EUR","62.00","H","","","","","","","0100023326","0100023327","","D","C0001","","","0001","","","11/00082562
","","","","",""
"910","F001","DBK1","DB01","55014","00065610","00001","2017","20170129","20170129","EUR","EUR","37.00","H","","","","","","","0100023332","0100023333","","D","C0001","","","0001","","","1 100082566
","","","","",""
"910","F001","DBK1","DB01","55015","00065611","00001","2017","20170129","20170129","EUR","EUR","98.00","H","","","","","","","0100023334","0100023335","","D","C0001","","","0001","","","1100082567
","","","","",""
"910","F001","DBK1","DB01","55019","00065615","00001","2017","20170129","20170129","EUR","EUR","91.00","H","","","","","","","0100023342","0100023343","","D","C0001","","","0001","","","1100082572
","","","","",""
"910","F001","DBK1","DB01","55041","00065637","00001","2017","20170129","20170129","EUR","EUR","570.00","H","","","","","","","0100023385","0100023386","","D","C0001","","","0001","","","","","","","",""
"910","F001","DBK1","DB01","55107","00065704","00001","2017","20170129","20170129","EUR","EUR","32.00","H","","","","","","","0100023543","0100023544","","D","C0001","","","0001","","","1100082636
","","","","",""
"910","F001","DBK1","DB01","55123","00065720","00001","2017","20170129","20170129","EUR","EUR","21.00","H","","","","","","","0100023575","0100023576","","D","C0001","","","0001","","","1/00082653
","","","","",""
"910","F001","DBK1","DB01","55155","00065752","00001","2017","20170129","20170129","EUR","EUR","71.00","H","","","","","","","0100023639","0100023640","","D","C0001","","","0001","","","110/082690
","","","","",""
"910","F001","DBK1","DB01","55158","00065755","00001","2017","20170129","20170129","EUR","EUR","86.00","H","","","","","","","0100023645","0100023646","","D","C0001","","","0001","","","1/100082694
","","","","",""
"910","F001","DBK1","DB01","55166","00065763","00001","2017","20170129","20170129","EUR","EUR","27.00","H","","","","","","","0100023661","0100023662","","D","C0001","","","0001","","","11 00082704
","","","","",""
"910","F001","DBK1","DB01","55167","00065764","00001","2017","20170129","20170129","EUR","EUR","97.00","H","","","","","","","0100023663","0100023664","","D","C0001","","","0001","","","1100082705
","","","","",""
"910","F001","DBK1","DB01","55170","00065767","00001","2017","20170129","20170129","EUR","EUR","93.00","H","","","","","","","0100023669","0100023670","","D","C0001","","","0001","","","1/00082712
","","","","",""
"910","F001","DBK1","DB01","55172","00065769","00001","2017","20170129","20170129","EUR","EUR","36.00","H","","","","","","","0100023673","0100023674","","D","C0001","","","0001","","","1100082714
","","","","",""
"910","F001","DBK1","DB01","55189","00065786","00001","2017","20170129","20170129","EUR","EUR","20.00","H","","","","","","","0100023707","0100023708","","D","C0001","","","0001","","","1100082736
","","","","",""
"910","F001","DBK1","DB01","55209","00065806","00001","2017","20170129","20170129","EUR","EUR","26.00","H","","","","","","","0100023747","0100023748","","D","C0001","","","0001","","","11 00082759
","","","","",""
"910","F001","DBK1","DB01","55215","00065812","00001","2017","20170129","20170129","EUR","EUR","41.00","H","","","","","","","0100023759","0100023760","","D","C0001","","","0001","","","1/100082769
","","","","",""
"910","F001","DBK1","DB01","55217","00065814","00001","2017","20170129","20170129","EUR","EUR","86.00","H","","","","","","","0100023763","0100023764","","D","C0001","","","0001","","","11 00082771
","","","","",""
"910","F001","DBK1","DB01","55218","00065815","00001","2017","20170129","20170129","EUR","EUR","53.00","H","","","","","","","0100023765","0100023766","","D","C0001","","","0001","","","1100082772
","","","","",""
"910","F001","DBK1","DB01","55232","00065829","00001","2017","20170129","20170129","EUR","EUR","86.00","H","","","","","","","0100023793","0100023794","","D","C0001","","","0001","","","1100082788
","","","","",""
"910","F001","DBK1","DB01","55234","00065831","00001","2017","20170129","20170129","EUR","EUR","97.00","H","","","","","","","0100023797","0100023798","","D","C0001","","","0001","","","1/00082790
","","","","",""
"910","F001","DBK1","DB01","55239","00065836","00001","2017","20170129","20170129","EUR","EUR","47.00","H","","","","","","","0100023807","0100023808","","D","C0001","","","0001","","","1100082798
","","","","",""
"910","F001","DBK1","DB01","55240","00065837","00001","2017","20170129","20170129","EUR","EUR","38.00","H","","","","","","","0100023809","0100023810","","D","C0001","","","0001","","","110/0082799
","","","","",""
